composition delta_e
P0.05555556Ru0.94444444 -0.0809479236445
P0Ru 0.0
OsRu0 0.0
Os0.94444444Ru0.05555556 0.0
Os0.88888889Ru0.11111111 0.0
Os0.83333333Ru0.16666667 0.0
Os0.77777778Ru0.22222222 0.0
Os0.72222222Ru0.27777778 0.0
Os0.66666667Ru0.33333333 0.0
Os0.61111111Ru0.38888889 0.0
Os0.55555556Ru0.44444444 0.0
Os0.5Ru0.5 0.0
Os0.44444444Ru0.55555556 0.0
Os0.38888889Ru0.61111111 0.0
Os0.33333333Ru0.66666667 0.0
Os0.27777778Ru0.72222222 0.0
Os0.22222222Ru0.77777778 0.0
Os0.16666667Ru0.83333333 0.0
Os0.11111111Ru0.88888889 0.0
Os0.05555556Ru0.94444444 0.0
Os0Ru 0.0
GeRu0 0.0
Ge0.94444444Ru0.05555556 -0.04841723615119999
Ge0.88888889Ru0.11111111 -0.09683447230249999
Ge0.83333333Ru0.16666667 -0.145251708454
Ge0.77777778Ru0.22222222 -0.19366894460499998
Ge0.72222222Ru0.27777778 -0.24208617726999998
Ge0.66666667Ru0.33333333 -0.290503413421
Ge0.61111111Ru0.38888889 -0.338920649573
Ge0.55555556Ru0.44444444 -0.32278157317899997
Ge0.5Ru0.5 -0.290503413421
Ge0.44444444Ru0.55555556 -0.25822525714899996
Ge0.38888889Ru0.61111111 -0.22594710087699998
Ge0.33333333Ru0.66666667 -0.19366894460499998
Ge0.27777778Ru0.72222222 -0.161390784847
Ge0.22222222Ru0.77777778 -0.129112628575
Ge0.16666667Ru0.83333333 -0.09683447230249999
Ge0.11111111Ru0.88888889 -0.0645563160303
Ge0.05555556Ru0.94444444 -0.0322781573179
Ge0Ru 0.0
GdRu0 0.0
Gd0.94444444Ru0.05555556 -0.027161360700599997
Gd0.88888889Ru0.11111111 -0.054322721401199994
Gd0.83333333Ru0.16666667 -0.0814840821018
Gd0.77777778Ru0.22222222 -0.108645442802
Gd0.72222222Ru0.27777778 -0.135806805948
Gd0.66666667Ru0.33333333 -0.16296816664799998
Gd0.61111111Ru0.38888889 -0.19012952734900002
Gd0.55555556Ru0.44444444 -0.217290888049
Gd0.5Ru0.5 -0.24445224875
Gd0.44444444Ru0.55555556 -0.253815815462
Gd0.38888889Ru0.61111111 -0.263179382455
Gd0.33333333Ru0.66666667 -0.272542949167
Gd0.27777778Ru0.72222222 -0.227119123397
Gd0.22222222Ru0.77777778 -0.18169530035300002
Gd0.16666667Ru0.83333333 -0.136271474583
Gd0.11111111Ru0.88888889 -0.0908476488137
Gd0.05555556Ru0.94444444 -0.0454238257696
Gd0Ru 0.0
GaRu0 0.0
Ga0.94444444Ru0.05555556 -0.0843127094347
Ga0.88888889Ru0.11111111 -0.168625418869
Ga0.83333333Ru0.16666667 -0.25293813209800003
Ga0.77777778Ru0.22222222 -0.337250841533
Ga0.72222222Ru0.27777778 -0.37041802536799995
Ga0.66666667Ru0.33333333 -0.352439683603
Ga0.61111111Ru0.38888889 -0.334461341029
Ga0.55555556Ru0.44444444 -0.316482999265
Ga0.5Ru0.5 -0.2985046575
Ga0.44444444Ru0.55555556 -0.265337473665
Ga0.38888889Ru0.61111111 -0.23217028983000002
Ga0.33333333Ru0.66666667 -0.199003105995
Ga0.27777778Ru0.72222222 -0.16583592215999998
Ga0.22222222Ru0.77777778 -0.13266873534
Ga0.16666667Ru0.83333333 -0.099501551505
Ga0.11111111Ru0.88888889 -0.06633436767
Ga0.05555556Ru0.94444444 -0.033167183835
Ga0Ru 0.0
PrRu0 0.0
Pr0.94444444Ru0.05555556 -0.006804487542229999
Pr0.88888889Ru0.11111111 -0.013608975411100002
Pr0.83333333Ru0.16666667 -0.0204134627083
Pr0.77777778Ru0.22222222 -0.0272179500056
Pr0.72222222Ru0.27777778 -0.0340224381194
Pr0.66666667Ru0.33333333 -0.040826925416699994
Pr0.61111111Ru0.38888889 -0.047631412713900007
Pr0.55555556Ru0.44444444 -0.054435900827699994
Pr0.5Ru0.5 -0.061240388125
Pr0.44444444Ru0.55555556 -0.0680448754223
Pr0.38888889Ru0.61111111 -0.0748493635361
Pr0.33333333Ru0.66666667 -0.08165385083330001
Pr0.27777778Ru0.72222222 -0.0680448754223
Pr0.22222222Ru0.77777778 -0.054435900827699994
Pr0.16666667Ru0.83333333 -0.040826925416699994
Pr0.11111111Ru0.88888889 -0.0272179500056
Pr0.05555556Ru0.94444444 -0.013608975411100002
Pr0Ru 0.0
Ru0Pt 0.0
Ru0.05555556Pt0.94444444 0.0
Ru0.11111111Pt0.88888889 0.0
Ru0.16666667Pt0.83333333 0.0
Ru0.22222222Pt0.77777778 0.0
Ru0.27777778Pt0.72222222 0.0
Ru0.33333333Pt0.66666667 0.0
Ru0.38888889Pt0.61111111 0.0
Ru0.44444444Pt0.55555556 0.0
Ru0.5Pt0.5 0.0
Ru0.55555556Pt0.44444444 0.0
Ru0.61111111Pt0.38888889 0.0
Ru0.66666667Pt0.33333333 0.0
Ru0.72222222Pt0.27777778 0.0
Ru0.77777778Pt0.22222222 0.0
Ru0.83333333Pt0.16666667 0.0
Ru0.88888889Pt0.11111111 0.0
Ru0.94444444Pt0.05555556 0.0
RuPt0 0.0
PuRu0 0.0
Pu0.94444444Ru0.05555556 -0.0180287030957
Pu0.88888889Ru0.11111111 -0.036057406191500004
Pu0.83333333Ru0.16666667 -0.05408610807019999
Pu0.77777778Ru0.22222222 -0.072114811166
Pu0.72222222Ru0.27777778 -0.09014351426169999
Pu0.66666667Ru0.33333333 -0.108172217357
Pu0.61111111Ru0.38888889 -0.12604129329000002
Pu0.55555556Ru0.44444444 -0.143431489341
Pu0.5Ru0.5 -0.160821685
Pu0.44444444Ru0.55555556 -0.142952609068
Pu0.38888889Ru0.61111111 -0.125083533135
Pu0.33333333Ru0.66666667 -0.107214457203
Pu0.27777778Ru0.72222222 -0.0893453812703
Pu0.22222222Ru0.77777778 -0.0714763037297
Pu0.16666667Ru0.83333333 -0.053607227797300004
Pu0.11111111Ru0.88888889 -0.0357381518648
Pu0.05555556Ru0.94444444 -0.0178690759324
Pu0Ru 0.0
MgRu0 0.0
Mg0.94444444Ru0.05555556 -0.0204200684967
Mg0.88888889Ru0.11111111 -0.0408401369934
Mg0.83333333Ru0.16666667 -0.0612602054901
Mg0.77777778Ru0.22222222 -0.0816802739868
Mg0.72222222Ru0.27777778 -0.10210034101299999
Mg0.66666667Ru0.33333333 -0.12252040951
Mg0.61111111Ru0.38888889 -0.142940478007
Mg0.55555556Ru0.44444444 -0.136133789488
Mg0.5Ru0.5 -0.12252040951
Mg0.44444444Ru0.55555556 -0.108907031002
Mg0.38888889Ru0.61111111 -0.0952936524945
Mg0.33333333Ru0.66666667 -0.0816802739868
Mg0.27777778Ru0.72222222 -0.0680668940088
Mg0.22222222Ru0.77777778 -0.0544535155011
Mg0.16666667Ru0.83333333 -0.0408401369934
Mg0.11111111Ru0.88888889 -0.027226758485699998
Mg0.05555556Ru0.94444444 -0.013613378948800001
Mg0Ru 0.0
Ru0Pb 0.0
Ru0.05555556Pb0.94444444 0.0
Ru0.11111111Pb0.88888889 0.0
Ru0.16666667Pb0.83333333 0.0
Ru0.22222222Pb0.77777778 0.0
Ru0.27777778Pb0.72222222 0.0
Ru0.33333333Pb0.66666667 0.0
Ru0.38888889Pb0.61111111 0.0
Ru0.44444444Pb0.55555556 0.0
Ru0.5Pb0.5 0.0
Ru0.55555556Pb0.44444444 0.0
Ru0.61111111Pb0.38888889 0.0
Ru0.66666667Pb0.33333333 0.0
Ru0.72222222Pb0.27777778 0.0
Ru0.77777778Pb0.22222222 0.0
Ru0.83333333Pb0.16666667 0.0
Ru0.88888889Pb0.11111111 0.0
Ru0.94444444Pb0.05555556 0.0
RuPb0 0.0
PaRu0 0.0
Pa0.94444444Ru0.05555556 -0.038628189613699994
Pa0.88888889Ru0.11111111 -0.07725637922739999
Pa0.83333333Ru0.16666667 -0.115884568841
Pa0.77777778Ru0.22222222 -0.154512758455
Pa0.72222222Ru0.27777778 -0.193140951545
Pa0.66666667Ru0.33333333 -0.231769141159
Pa0.61111111Ru0.38888889 -0.270397330773
Pa0.55555556Ru0.44444444 -0.309025520386
Pa0.5Ru0.5 -0.34765371
Pa0.44444444Ru0.55555556 -0.32643809799
Pa0.38888889Ru0.61111111 -0.30522248598
Pa0.33333333Ru0.66666667 -0.284006873015
Pa0.27777778Ru0.72222222 -0.262791261005
Pa0.22222222Ru0.77777778 -0.224163071391
Pa0.16666667Ru0.83333333 -0.16812230417399998
Pa0.11111111Ru0.88888889 -0.11208153443499999
Pa0.05555556Ru0.94444444 -0.0560407672174
Pa0Ru 0.0
PdRu0 0.0
Pd0.94444444Ru0.05555556 0.0
Pd0.88888889Ru0.11111111 0.0
Pd0.83333333Ru0.16666667 0.0
Pd0.77777778Ru0.22222222 0.0
Pd0.72222222Ru0.27777778 0.0
Pd0.66666667Ru0.33333333 0.0
Pd0.61111111Ru0.38888889 0.0
Pd0.55555556Ru0.44444444 0.0
Pd0.5Ru0.5 0.0
Pd0.44444444Ru0.55555556 0.0
Pd0.38888889Ru0.61111111 0.0
Pd0.33333333Ru0.66666667 0.0
Pd0.27777778Ru0.72222222 0.0
Pd0.22222222Ru0.77777778 0.0
Pd0.16666667Ru0.83333333 0.0
Pd0.11111111Ru0.88888889 0.0
Pd0.05555556Ru0.94444444 0.0
Pd0Ru 0.0
Ru0Xe 0.0
Ru0.05555556Xe0.94444444 0.0
Ru0.11111111Xe0.88888889 0.0
Ru0.16666667Xe0.83333333 0.0
Ru0.22222222Xe0.77777778 0.0
Ru0.27777778Xe0.72222222 0.0
Ru0.33333333Xe0.66666667 0.0
Ru0.38888889Xe0.61111111 0.0
Ru0.44444444Xe0.55555556 0.0
Ru0.5Xe0.5 0.0
Ru0.55555556Xe0.44444444 0.0
Ru0.61111111Xe0.38888889 0.0
Ru0.66666667Xe0.33333333 0.0
Ru0.72222222Xe0.27777778 0.0
Ru0.77777778Xe0.22222222 0.0
Ru0.83333333Xe0.16666667 0.0
Ru0.88888889Xe0.11111111 0.0
Ru0.94444444Xe0.05555556 0.0
RuXe0 0.0
PmRu0 0.250607867901
Pm0.94444444Ru0.05555556 0.236685222148
Pm0.88888889Ru0.11111111 0.222762557599
Pm0.83333333Ru0.16666667 0.20883989305
Pm0.77777778Ru0.22222222 0.19491722850200002
Pm0.72222222Ru0.27777778 0.154860176859
Pm0.66666667Ru0.33333333 0.0886687193262
Pm0.61111111Ru0.38888889 0.022477258815099998
Pm0.55555556Ru0.44444444 -0.0437141987175
Pm0.5Ru0.5 -0.10990565625
Pm0.44444444Ru0.55555556 -0.0976939167888
Pm0.38888889Ru0.61111111 -0.08548217732760001
Pm0.33333333Ru0.66666667 -0.0732704378664
Pm0.27777778Ru0.72222222 -0.0610586984051
Pm0.22222222Ru0.77777778 -0.04884695784490001
Pm0.16666667Ru0.83333333 -0.036635218383599996
Pm0.11111111Ru0.88888889 -0.0244234789224
Pm0.05555556Ru0.94444444 -0.0122117394612
Pm0Ru 0.0
HoRu0 0.0
Ho0.94444444Ru0.05555556 -0.038330720913
Ho0.88888889Ru0.11111111 -0.076661441826
Ho0.83333333Ru0.16666667 -0.11499216273900001
Ho0.77777778Ru0.22222222 -0.153322883652
Ho0.72222222Ru0.27777778 -0.191653608015
Ho0.66666667Ru0.33333333 -0.229984328928
Ho0.61111111Ru0.38888889 -0.26831504984099996
Ho0.55555556Ru0.44444444 -0.306645770754
Ho0.5Ru0.5 -0.344976491667
Ho0.44444444Ru0.55555556 -0.306645770754
Ho0.38888889Ru0.61111111 -0.26831504984099996
Ho0.33333333Ru0.66666667 -0.229984328928
Ho0.27777778Ru0.72222222 -0.191653608015
Ho0.22222222Ru0.77777778 -0.153322883652
Ho0.16666667Ru0.83333333 -0.11499216273900001
Ho0.11111111Ru0.88888889 -0.076661441826
Ho0.05555556Ru0.94444444 -0.038330720913
Ho0Ru 0.0
HfRu0 0.0
Hf0.94444444Ru0.05555556 -0.09033362881889999
Hf0.88888889Ru0.11111111 -0.18066725763799998
Hf0.83333333Ru0.16666667 -0.271000886457
Hf0.77777778Ru0.22222222 -0.36133451527599997
Hf0.72222222Ru0.27777778 -0.45166815222400003
Hf0.66666667Ru0.33333333 -0.542001781043
Hf0.61111111Ru0.38888889 -0.632335409862
Hf0.55555556Ru0.44444444 -0.7226690386810001
Hf0.5Ru0.5 -0.8130026675
Hf0.44444444Ru0.55555556 -0.7226690386810001
Hf0.38888889Ru0.61111111 -0.632335409862
Hf0.33333333Ru0.66666667 -0.542001781043
Hf0.27777778Ru0.72222222 -0.45166815222400003
Hf0.22222222Ru0.77777778 -0.36133451527599997
Hf0.16666667Ru0.83333333 -0.271000886457
Hf0.11111111Ru0.88888889 -0.18066725763799998
Hf0.05555556Ru0.94444444 -0.09033362881889999
Hf0Ru 0.0
HgRu0 0.0
Hg0.94444444Ru0.05555556 0.0
Hg0.88888889Ru0.11111111 0.0
Hg0.83333333Ru0.16666667 0.0
Hg0.77777778Ru0.22222222 0.0
Hg0.72222222Ru0.27777778 0.0
Hg0.66666667Ru0.33333333 0.0
Hg0.61111111Ru0.38888889 0.0
Hg0.55555556Ru0.44444444 0.0
Hg0.5Ru0.5 0.0
Hg0.44444444Ru0.55555556 0.0
Hg0.38888889Ru0.61111111 0.0
Hg0.33333333Ru0.66666667 0.0
Hg0.27777778Ru0.72222222 0.0
Hg0.22222222Ru0.77777778 0.0
Hg0.16666667Ru0.83333333 0.0
Hg0.11111111Ru0.88888889 0.0
Hg0.05555556Ru0.94444444 0.0
Hg0Ru 0.0
HeRu0 0.0
He0.94444444Ru0.05555556 0.0
He0.88888889Ru0.11111111 0.0
He0.83333333Ru0.16666667 0.0
He0.77777778Ru0.22222222 0.0
He0.72222222Ru0.27777778 0.0
He0.66666667Ru0.33333333 0.0
He0.61111111Ru0.38888889 0.0
He0.55555556Ru0.44444444 0.0
He0.5Ru0.5 0.0
He0.44444444Ru0.55555556 0.0
He0.38888889Ru0.61111111 0.0
He0.33333333Ru0.66666667 0.0
He0.27777778Ru0.72222222 0.0
He0.22222222Ru0.77777778 0.0
He0.16666667Ru0.83333333 0.0
He0.11111111Ru0.88888889 0.0
He0.05555556Ru0.94444444 0.0
He0Ru 0.0
Ru0C 0.0
Ru0.05555556C0.94444444 0.0
Ru0.11111111C0.88888889 0.0
Ru0.16666667C0.83333333 0.0
Ru0.22222222C0.77777778 0.0
Ru0.27777778C0.72222222 0.0
Ru0.33333333C0.66666667 0.0
Ru0.38888889C0.61111111 0.0
Ru0.44444444C0.55555556 0.0
Ru0.5C0.5 0.0
Ru0.55555556C0.44444444 0.0
Ru0.61111111C0.38888889 0.0
Ru0.66666667C0.33333333 0.0
Ru0.72222222C0.27777778 0.0
Ru0.77777778C0.22222222 0.0
Ru0.83333333C0.16666667 0.0
Ru0.88888889C0.11111111 0.0
Ru0.94444444C0.05555556 0.0
RuC0 0.0
KRu0 0.0
K0.94444444Ru0.05555556 0.0
K0.88888889Ru0.11111111 0.0
K0.83333333Ru0.16666667 0.0
K0.77777778Ru0.22222222 0.0
K0.72222222Ru0.27777778 0.0
K0.66666667Ru0.33333333 0.0
K0.61111111Ru0.38888889 0.0
K0.55555556Ru0.44444444 0.0
K0.5Ru0.5 0.0
K0.44444444Ru0.55555556 0.0
K0.38888889Ru0.61111111 0.0
K0.33333333Ru0.66666667 0.0
K0.27777778Ru0.72222222 0.0
K0.22222222Ru0.77777778 0.0
K0.16666667Ru0.83333333 0.0
K0.11111111Ru0.88888889 0.0
K0.05555556Ru0.94444444 0.0
K0Ru 0.0
MnRu0 0.0
Mn0.94444444Ru0.05555556 0.0
Mn0.88888889Ru0.11111111 0.0
Mn0.83333333Ru0.16666667 0.0
Mn0.77777778Ru0.22222222 0.0
Mn0.72222222Ru0.27777778 0.0
Mn0.66666667Ru0.33333333 0.0
Mn0.61111111Ru0.38888889 0.0
Mn0.55555556Ru0.44444444 0.0
Mn0.5Ru0.5 0.0
Mn0.44444444Ru0.55555556 0.0
Mn0.38888889Ru0.61111111 0.0
Mn0.33333333Ru0.66666667 0.0
Mn0.27777778Ru0.72222222 0.0
Mn0.22222222Ru0.77777778 0.0
Mn0.16666667Ru0.83333333 0.0
Mn0.11111111Ru0.88888889 0.0
Mn0.05555556Ru0.94444444 0.0
Mn0Ru 0.0
Ru0O 0.0
Ru0.05555556O0.94444444 -0.240781341983
Ru0.11111111O0.88888889 -0.481562683965
Ru0.16666667O0.83333333 -0.72234401728
Ru0.22222222O0.77777778 -0.933405426321
Ru0.27777778O0.72222222 -1.0998869256200001
Ru0.33333333O0.66666667 -1.2663684289200001
Ru0.38888889O0.61111111 -1.16083773073
Ru0.44444444O0.55555556 -1.0553070198799999
Ru0.5O0.5 -0.949776321689
Ru0.55555556O0.44444444 -0.844245623501
Ru0.61111111O0.38888889 -0.7387149126479999
Ru0.66666667O0.33333333 -0.6331842144600001
Ru0.72222222O0.27777778 -0.527653516271
Ru0.77777778O0.22222222 -0.422122805418
Ru0.83333333O0.16666667 -0.31659210723000003
Ru0.88888889O0.11111111 -0.21106140904100001
Ru0.94444444O0.05555556 -0.10553070198799999
RuO0 0.0
Ru0S 0.0
Ru0.05555556S0.94444444 -0.123048049018
Ru0.11111111S0.88888889 -0.24609609065299998
Ru0.16666667S0.83333333 -0.369144139671
Ru0.22222222S0.77777778 -0.492192188689
Ru0.27777778S0.72222222 -0.615240230324
Ru0.33333333S0.66666667 -0.738288279342
Ru0.38888889S0.61111111 -0.6767642585250001
Ru0.44444444S0.55555556 -0.615240230324
Ru0.5S0.5 -0.553716209507
Ru0.55555556S0.44444444 -0.492192188689
Ru0.61111111S0.38888889 -0.43066816048900003
Ru0.66666667S0.33333333 -0.369144139671
Ru0.72222222S0.27777778 -0.30762011885400004
Ru0.77777778S0.22222222 -0.24609609065299998
Ru0.83333333S0.16666667 -0.18457206983600002
Ru0.88888889S0.11111111 -0.123048049018
Ru0.94444444S0.05555556 -0.0615240230324
RuS0 0.0
Ru0W 0.0
Ru0.05555556W0.94444444 0.0
Ru0.11111111W0.88888889 0.0
Ru0.16666667W0.83333333 0.0
Ru0.22222222W0.77777778 0.0
Ru0.27777778W0.72222222 0.0
Ru0.33333333W0.66666667 0.0
Ru0.38888889W0.61111111 0.0
Ru0.44444444W0.55555556 0.0
Ru0.5W0.5 0.0
Ru0.55555556W0.44444444 0.0
Ru0.61111111W0.38888889 0.0
Ru0.66666667W0.33333333 0.0
Ru0.72222222W0.27777778 0.0
Ru0.77777778W0.22222222 0.0
Ru0.83333333W0.16666667 0.0
Ru0.88888889W0.11111111 0.0
Ru0.94444444W0.05555556 0.0
RuW0 0.0
ZnRu0 0.0
Zn0.94444444Ru0.05555556 -0.031134692744200002
Zn0.88888889Ru0.11111111 -0.062269385488400004
Zn0.83333333Ru0.16666667 -0.0934040796337
Zn0.77777778Ru0.22222222 -0.124538772378
Zn0.72222222Ru0.27777778 -0.134917002826
Zn0.66666667Ru0.33333333 -0.124538772378
Zn0.61111111Ru0.38888889 -0.114160540529
Zn0.55555556Ru0.44444444 -0.10378231008099999
Zn0.5Ru0.5 -0.0934040796337
Zn0.44444444Ru0.55555556 -0.08302584778489999
Zn0.38888889Ru0.61111111 -0.0726476173372
Zn0.33333333Ru0.66666667 -0.062269385488400004
Zn0.27777778Ru0.72222222 -0.0518911550407
Zn0.22222222Ru0.77777778 -0.041512924593
Zn0.16666667Ru0.83333333 -0.031134692744200002
Zn0.11111111Ru0.88888889 -0.0207564622965
Zn0.05555556Ru0.94444444 -0.010378231008100001
Zn0Ru 0.0
EuRu0 0.0
Eu0.94444444Ru0.05555556 0.0
Eu0.88888889Ru0.11111111 0.0
Eu0.83333333Ru0.16666667 0.0
Eu0.77777778Ru0.22222222 0.0
Eu0.72222222Ru0.27777778 0.0
Eu0.66666667Ru0.33333333 0.0
Eu0.61111111Ru0.38888889 0.0
Eu0.55555556Ru0.44444444 0.0
Eu0.5Ru0.5 0.0
Eu0.44444444Ru0.55555556 0.0
Eu0.38888889Ru0.61111111 0.0
Eu0.33333333Ru0.66666667 0.0
Eu0.27777778Ru0.72222222 0.0
Eu0.22222222Ru0.77777778 0.0
Eu0.16666667Ru0.83333333 0.0
Eu0.11111111Ru0.88888889 0.0
Eu0.05555556Ru0.94444444 0.0
Eu0Ru 0.0
ZrRu0 0.0
Zr0.94444444Ru0.05555556 -0.07144752650769999
Zr0.88888889Ru0.11111111 -0.142895053015
Zr0.83333333Ru0.16666667 -0.214342579523
Zr0.77777778Ru0.22222222 -0.285790106031
Zr0.72222222Ru0.27777778 -0.35723763896899996
Zr0.66666667Ru0.33333333 -0.42868516547700003
Zr0.61111111Ru0.38888889 -0.500132691985
