composition current_knownFE ML_stability heuristic_stability
F9V3Dy1 -2.92667647436 0.416604221979 0.9930406281
C1O4Ho4 -3.07315729075 0.475933227069 0.71425094259
F8I5Pm1 -1.74191089286 0.650615440725 0.54741978916
F7Na1Ag6 -1.2268375 0.731869120877 0.52594461823
C1O4Gd4 -2.97655309639 0.478830489926 0.70240056854
C1F2Re1.5 -1.03456243673 0.729654251349 0.5249899193
O8I1Er3 -2.618816586 0.540470878383 0.60955057569
N1F9Sm2 -2.75763683333 0.537326818516 0.60986374998
N1F8K5 -1.95458178571 0.980630830018 0.49736332301
N1F8Rb5 -1.91217053571 0.964059740216 0.4975692575
O8Fe6Th1 -2.03554496417 0.578469126362 0.57609431325
O8I1Ac3 -2.34442356853 0.590395148468 0.56838870491
F4Ir1Tl1 -1.47678766667 0.558585747633 0.58730654369
O8Sr6Ir1 -2.46911293333 0.594392387578 0.56522646299
O8I1Tb3 -2.5731157022 0.546648295307 0.59639313709
F9Co3Tl1 -1.73440276923 0.587767171532 0.56772038325
O8Nb6Re1 -2.03142258889 0.434423909805 0.82174312947
N1O9Pa3 -2.32410434139 0.688890573831 0.52540705055
O6Re2U1 -2.12246801948 0.629299927131 0.54338389566
O8Co6U1 -1.67868221453 0.75360963029 0.51064102958
F4Cl1Gd1 -2.68008848611 0.599938728179 0.55381649222
O8Fe6Ce1 -1.88247781884 0.673494774483 0.52609454472
N1F9Gd2 -2.54032491667 0.545542972558 0.58683875706
O2.5Si1Pm3 -2.58602854007 0.426135943293 0.84579435701
N1O7La3 -2.76158884631 0.639018430328 0.53592678566
N1F9Ho2 -2.77118 0.499497172757 0.63695073196
F2K1I1 -1.8223245 0.586308397913 0.55856075607
F1.5P1Tl1.5 -1.32226246875 0.550437426095 0.58086207271
O9Ga1Eu5 -2.68854086166 0.530766306244 0.59751443608
O9Ru1Eu5 -2.55555524377 0.543983642131 0.58585772841
F8I5Ac1 -1.78797766667 0.569271713717 0.567804917
F9S3Tb1 -2.21639383547 0.470369593314 0.68827187347
N1F8Cs5 -1.89783119048 0.856840436588 0.49484598041
O8Sn6Pa1 -1.69439636529 0.597388243925 0.55087814534
F7Cl1Pa2 -2.71367314167 0.501924626388 0.62930266663
F8Hg5Tl1 -1.38470698214 0.554194848317 0.57560045394
Li1F7Ru2 -1.88125878542 0.590498649231 0.55329396503
N1F9Tb2 -2.77237736111 0.498299811647 0.6293149133
F8Ca1I6 -1.52003676667 0.594965180435 0.54695239531
O2.5S1Ti1 -2.16373249331 0.481496873606 0.65277799397
C1F5Dy3 -2.88112309722 0.440228298753 0.75414480741
O9Ni1Eu5 -2.64389898828 0.523390368454 0.59400773827
O4.5S2Ta1 -1.71473527562 0.963272044208 0.48144828095
F8I5Pr1 -1.82083347619 0.571692857395 0.55519177216
O9Ga1Yb5 -2.73587289995 0.492388091238 0.63001655038
F7K1Ag6 -1.23454369643 0.713629216134 0.50478673326
C1F4Tc2 -1.41660889286 0.468072401862 0.67038347469
O9I1Pa3 -2.34450478851 0.614429728366 0.53306701337
O3S1Zr1 -2.31023618796 0.517577542938 0.59406928189
H2F2Sn1 -1.3752351 0.57911442322 0.5476304103
F8I5Nd1 -1.82268256548 0.569843768105 0.55294776256
F9I5Ce1 -1.81760428333 0.617550142946 0.53051817665
O9Sb1Yb5 -2.72194884161 0.451176173662 0.70532447974
F9S3Gd1 -2.10929270726 0.451897458965 0.70287463597
F2Rb1I1 -1.792636625 0.546130155817 0.56673844492
O8Eu4Pb1 -2.37145546732 0.548077547094 0.56489372337
O9P5Sc1 -2.08485684167 0.578626620745 0.54522230492
O4.5Sn3Nd1 -2.02979209544 0.667008402699 0.51136216675
C1F5Tl3 -1.68046641667 0.49934518158 0.60988976774
F1.33333333Sn1Np1.33333333 -1.70737321866 0.553109882252 0.55931871335
O7V6Eu1 -2.32226074689 0.457483268939 0.68310790197
O8Tc1Pa3 -2.66782132818 0.518750831928 0.58521291914
O2.5Si1Nd3 -2.6650073734 0.418253925817 0.81154358871
O9Br1Pa3 -2.26961797601 0.51582139587 0.58590800623
F7Br5Ba1 -1.36573804487 0.770216297016 0.4885692272
N1O7Sc3 -2.49884194318 0.452124487172 0.68716943029
O9Au1Pa3 -2.26961797601 0.621587960463 0.52079550351
N1F9Er2 -2.77141929167 0.472117487569 0.64054098497
F8Se3Pb1 -1.6810576862 0.474995499427 0.6351495192
O8I1La3 -2.45312282625 0.500188664649 0.5962853995
F8Pt1Tl2 -1.57740294318 0.532922920223 0.56350958552
C1O6U4 -2.85369564231 0.438008473514 0.71479909108
F8I5Sm1 -1.83058328571 0.561943047875 0.5429260394
C1F3.5Pa1.5 -2.60704250694 0.51360334933 0.57907191848
F6Br4Sr1 -1.52278137879 0.80918642086 0.47670898958
O4.5P1Re3 -1.31998840441 0.478831577822 0.61948914168
O8Ba6Re1 -2.37268756667 0.543328658863 0.5510827547
O8Tc1Yb4 -2.5274167788 0.835505746939 0.47343135145
O8I1Lu3 -2.65876479971 0.485983272488 0.60788654368
O5.5Cl1Pu2 -2.48482661875 0.743983575641 0.4842395713
C1F2.66666667V1.33333333 -2.11865996928 0.544790688318 0.54926698571
O7Cl1Y3 -2.47032629545 0.47783484807 0.61849650678
F8Ag5Yb1 -1.53802855357 0.568288001973 0.53431745855
F4Rh1Tl1 -1.60170429167 0.473523521811 0.62524351055
F3S1Pa1 -2.629815 0.589841090432 0.52299627517
F2.5I1.5Cs1 -1.60772616667 0.60784477773 0.51511564715
C1F4U2 -2.61532080357 0.476956498441 0.6169237363
O9P5Y1 -2.13690710833 0.627538489056 0.50721231921
Li7O6Br1 -1.44142089286 0.753109901152 0.47912487201
F8Cu5Tm1 -1.85117344643 0.496822497664 0.58626701549
O7Sn6Eu1 -1.61746188974 0.92852603784 0.4628905039
O8Sn6Pu1 -1.76386026972 0.575144026678 0.52531467551
F3.33333333Cl1.33333333Eu1 -2.47926804164 0.680741042314 0.48997456479
O8Sn6Th1 -1.90008216803 0.547180966943 0.54065093305
C1O3Re2.5 -1.00737719231 0.736452064677 0.47873278962
O6Se1Rb6 -0.984544276442 0.714127593342 0.481854985908
F5Cl3Ba1 -1.57539213889 0.91078912301 0.46103148158
F8Mg1S3 -1.9084697662 0.607297111317 0.50901861667
F7Rb1Ag6 -1.24661460714 0.701558305424 0.48375777814
F8Cu6Pb1 -1.38913923333 0.535922624409 0.54551308243
F8S3Co1 -1.44250405787 0.480183536016 0.60032801226
C1F5Lu3 -2.90480110251 0.415123068554 0.75613117399
O7Mn6Pb1 -1.80597020835 0.498216395903 0.57585307766
F6Co1I3 -1.2397069 0.530963846397 0.54564710026
O8Co6Pa1 -1.60950783861 0.729679335018 0.47617494623
F2P1Np1 -2.42601304167 0.422520724717 0.72247172453
F7S5Sb1 -1.36213736449 0.576937647706 0.51832681974
F7Ag6Cs1 -1.24778141667 0.700391495894 0.48040293558
O9Fe1Yb5 -2.76251981466 0.556201453958 0.5278311735
C1F4Te2 -1.51935349405 0.44045002589 0.66662462834
F9Mn1I5 -1.34716430144 0.509393923863 0.56052971725
F3S2Tc1 -1.32748663903 0.665992382157 0.48653410951
F3.66666667P1Pa1.33333333 -2.73754034267 0.38107559172 0.98698903659
H1.5F1.5In1 -1.2630130625 0.538282904402 0.53689931579
O6Mg3.5Br1 -1.83306929167 0.624168735878 0.49753484595
O8Ag1Eu5 -2.53642006475 0.43237488693 0.6819729614
F8Br6Eu1 -1.34941656667 0.829553459715 0.4599858703
C1O6Np4 -3.10590301175 0.409138591553 0.76001744006
Li7O6Cl1 -1.479627 0.728659113536 0.47006801224
N1O6.5Pu2 -2.29782621152 0.763218772371 0.46498203988
F9Sb1Yb4 -2.65503966964 0.372897663377 1.0728656679
F4.33333333Ni1Tl1.33333333 -1.73021974372 0.544156647407 0.52793688115
F6Ni1I3 -1.22979785 0.577875051931 0.50869696788
F9V3Ho1 -3.03853776923 0.378275599743 0.97789503069
F9V3Er1 -3.03864821154 0.378165157433 0.97788007722
F8Mn1Se3 -1.67386009424 0.414572287576 0.7253378312
F8Cd1I6 -1.16858526667 0.68933332985 0.47455690511
O8Ni6Np1 -1.9167753726 0.451142927686 0.62698704874
F5Si1Tm3 -2.89379688889 0.371012693921 1.08953083606
F9Cl1Pu2 -2.61830521875 0.554876430823 0.51756928354
O8Mn4Tc1 -1.7029519809 0.597372158261 0.49793272648
O9P5V1 -2.06773816966 0.465731739443 0.59591289228
O3.5Ti1.5Pa1 -2.89234282365 0.387623242183 0.86493242337
O4S1Re1 -1.31030396914 0.488189247659 0.56826716085
O7Eu4Hg1 -2.40496192293 0.472751420573 0.58601900202
F8S3Ba1 -1.9868033912 0.486695968115 0.56924174136
O2.5Si1Tb3 -2.82152810161 0.393483784164 0.81644102312
F9Co3Yb1 -2.09039605769 0.536591511842 0.52567841394
F9Ti3Pm1 -3.21711037179 0.365758728224 1.17184349305
O8Ti6U1 -2.69799413312 0.366633828199 1.12301138524
H1.5F1.5Fe1 -1.1310973125 0.492318934342 0.56007405127
F8Ca1Br6 -1.28079393333 0.81225514549 0.45325585995
H3F2Ta1 -1.09035533333 0.554724844463 0.51261824417
P2Cl3Sm1 -1.10011979167 0.606266364029 0.49120201446
O5S2V1 -1.7737558536 0.730727995451 0.46198164745
F8Ag6Pb1 -1.26184813333 0.467458096847 0.58854893895
O7Mg5Os1 -2.32256793269 0.570384703413 0.50486053272
F4Cl1Tm1 -2.56884015278 0.503586100519 0.54717581315
O8I1Ce3 -2.38357019433 0.490495352577 0.56079474012
O8Tc1Tb3 -2.80559110324 0.6757542315 0.47079030169
O9Mn1Yb5 -2.82547420974 0.537448315999 0.52160295206
O7Sb1Eu3 -2.33212257331 0.698926572896 0.46588853271
H8F5Sb1 -1.1093235 0.512248340333 0.53874036065
F9S3Ho1 -2.21584120726 0.419434024259 0.68688446457
F9S3Er1 -2.21595164957 0.419323581949 0.68730095665
O6I1Ba2.5 -1.53244071546 0.85959423657 0.44798655749
O6Se1La2 -2.34454042773 0.531033100635 0.52439253002
O4S1Tc1 -0.956478365741 0.613826680477 0.485809719169
F8S3Ni1 -1.4342465162 0.490750801949 0.55667889215
Li1O8Pa3 -2.69595092193 0.642833189749 0.47515617729
F9I5Pu1 -1.69005154583 0.514921573099 0.53174044681
Li4F9I1 -2.08056992857 0.641065329652 0.47490390711
F9Na4I1 -1.95345164286 0.807811680011 0.44874653431
O8Tc1Pm3 -2.71341888282 0.76034435677 0.45245565889
O9Eu1Yb5 -2.89533420953 0.492001747016 0.54993923802
O8Tc1Tm3 -2.87252957972 0.603715919579 0.48410551803
O9Ru1Pa3 -2.5015924087 0.56186672968 0.50014810402
O8Tc1Ho3 -2.83692716329 0.62349036542 0.47702358399
O8Ni6Th1 -2.01890849609 0.432696893776 0.63414696515
Be6O8Pb1 -2.38802936667 0.488053912024 0.55070593196
O1.33333333Si1Ta1.33333333 -1.78999838143 0.402620801094 0.727071008
F8Ag6Ba1 -1.5575854 0.532191895214 0.51318905852
O9Tl1Pa3 -2.40526299043 0.607604467016 0.47940114236
F6Cl4Sr1 -1.38467937879 0.91184774065 0.43653821563
O8Mg6Ir1 -2.455378475 0.454955444736 0.58748187504
F7S3Cu1 -1.33507581019 0.662848244939 0.46359910797
O2.5Si1Ho3 -2.85811603286 0.383352724655 0.82004473241
F1.33333333Sn1Pa1.33333333 -1.72555860134 0.475023907099 0.5585072902
F8I5La1 -1.84396826786 0.46880100116 0.56546905588
O8V6Th1 -2.55789443471 0.370371597454 0.91705671341
F8Mn1Ag5 -1.3670823944 0.54253615182 0.50185598903
F8I5Tm1 -1.68977175 0.472573276239 0.55791626457
O9Rh1Pa3 -2.44894845678 0.497962415888 0.53186962352
F9Ti3Dy1 -3.20699311538 0.355528739929 1.17321333141
F9I5Pa1 -1.6031926 0.528704842168 0.50825614095
F8Ag6Eu1 -1.6421382 0.520545084072 0.51369518325
F8Mg1I6 -1.4414397 0.588391724737 0.48030945527
O8Nb3Pu1 -2.78091683715 0.436970932693 0.60898697054
O8P4Th1 -2.50723544412 0.633681513154 0.46517055137
O9Mn5Ru1 -1.78657950639 0.522307337848 0.51131522651
O8P4Zr1 -2.24953032692 0.509670038601 0.52062376202
C1O2.5Pm3 -2.46356885417 0.644630913845 0.46233277539
N1F9Ce2 -2.72754170833 0.453756968872 0.57887394305
O8Sr6Re1 -2.54675187778 0.456294961923 0.57522049263
O4.5V3Nd1 -2.61021468369 0.390517028035 0.75057139838
F2Sn1Tl2 -1.4044163 0.400800023244 0.70389819581
O8Re1Pa3 -2.82012003651 0.435738786213 0.60652633289
O8Se1Ba5 -2.15586467188 0.471315913265 0.55394453473
F8S3Cd1 -1.56740172454 0.597808760219 0.47322722533
O4.5Ni3Nd1 -2.1346388555 0.492669599427 0.53127885976
O9P5Lu1 -2.28356128291 0.919512011846 0.42913791034
O2.5Si1Sm3 -2.72544306346 0.378890082632 0.81161921115
F8S3Pb1 -1.61713180787 0.435959540018 0.6038416077
O8Mg6Re1 -2.48877693333 0.437581802059 0.60067506752
F4.33333333Cl1.33333333Tl1 -1.24076483415 0.943416560178 0.42778656753
O9Se1Pa3 -2.4330718438 0.456156695367 0.57077990087
O8Ag1Yb5 -2.62439336369 0.403262933445 0.68674190234
O8S5Mo1 -1.02060011706 0.596176443991 0.47111788162
C1F5Y3 -2.98209014043 0.386157322563 0.75741622729
O8Tc1Eu4 -2.4628740154 0.636664870501 0.45883401482
Be3.5F3Si1 -1.96527073333 0.373916947298 0.83322357963
O6Sr2.5I1 -1.57188467105 0.79084010708 0.43501718296
F8Zn1I6 -1.19162556667 0.662990929774 0.45289900322
O8Ba6W1 -2.50252922222 0.495064685984 0.52452341704
F8Mn1Rh2 -1.75806589969 0.542176134576 0.49285714142
O8Rb1Pa3 -2.66192766151 0.568924888251 0.48004313088
O1F8Ta2 -1.76707473409 0.555255961462 0.48530062873
O5.5Cl1Ca3 -1.95835480921 0.522431478528 0.50291391738
F9S4Hg1 -1.33638196307 0.599644348849 0.46770700873
O9Rh1Eu5 -2.64094610969 0.491730214174 0.52580277732
C1O4Ce4 -2.74966093247 0.401297023487 0.68378466113
Be1F6S2 -1.99395453292 0.593878960099 0.4685554545
O2.5Si1Dy3 -2.84102118748 0.373990698294 0.81821184371
