composition delta_e
Fe1Ni1Pt2 -0.216131575
B1Ho1Rh3 -0.809386124667
Ga1Li2Rh1 -0.49209080875
Mg2Sb2Yb1 -0.724034229667
Cs1F3Hg1 -2.21662355447
Li1Se2Zr1 -1.363258255
F3Hg1Rb1 -2.18316525847
B1Lu1Rh3 -0.834625571
Gd1Rb1Se2 -1.74604801437
In1Pd2Tm1 -0.857068225
Cl2O1V1 -1.8261710756
B1Ir3Sc1 -0.647996993
Cs1Nd1Te2 -1.41559140792
Cl1Na3O1 -1.67997326681
B1La1Rh3 -0.70167875
Al1C1Ti3 -0.608329077772
C2Ni1Yb1 -0.29689615625
O2Rb1Tl1 -1.18965219419
Fe3N1Rh1 -0.119026357069
F3K1Mn1 -2.81857532924
F3K1Ni1 -2.38543059048
Br1K3O1 -1.48715219566
Pr1Rb1Se2 -1.73544078937
In1Ni2Sc1 -0.46486541875
C2Ni1Sm1 -0.289209315625
Cu2Li1P2 -0.423614909584
Ca1Si2Zn2 -0.29293584
B1Rh3Tb1 -0.657692618933
C2Ni1Y1 -0.32876935
Ag1Bi1Se2 -0.274898923125
C1Tl1Y3 -0.4958162355
B1Rh3Sc1 -0.759621925
Bi1Se2Tl1 -0.45518205
Hg1O2Sr1 -1.88784440918
B1Nd1Rh3 -0.698247943
Ca2Cl1N1 -1.72445668024
Ca3O1Sn1 -1.74723239255
Au1O1Rb3 -0.771227977176
Ba2N2Zn1 -0.502135138137
Ge2Sr1Zn2 -0.363867212
F3K1Mg1 -3.53545416831
Na1O2Rh1 -1.36083727065
Ho1Na1S2 -2.02757176305
Na1Se2V1 -0.879025312713
Rh2Si2Tm1 -1.112855038
As2Na1Sn2 -0.314479366911
Al1Lu2Si2 -0.687277368
B1Pd3Yb1 -0.66139518
Al2Ca1Ga2 -0.342914016
B1Rh3Sm1 -0.7380891835
Ga2H2Sr1 -0.412933558874
F3Mn1Rb1 -2.81456108824
Eu1H3Pd1 -0.632647953311
La1P2Ru2 -1.14075283558
Ba1P2Zn2 -0.748720509584
B1Rh3Y1 -0.779371317
Al2Eu1Si2 -0.363611338
Mn2Si2Yb1 -0.453676615517
Dy1Pd2Si2 -0.944189709333
Ca1H3Ni1 -0.474064239311
Gd1In1Pd2 -0.807445296875
Fe2Si2Zr1 -0.65781233
Ag2In1Tm1 -0.35757710125
Os2Si2Tb1 -0.593534384933
Al1Er2Si2 -0.714798676
B1Pr1Rh3 -0.6726813875
C1Dy1Rh3 -0.518297836833
C1Eu1Rh3 -0.3314663215
F3Fe1K1 -2.55141269248
Na1O2Ti1 -2.6762782916
Cu2Lu1Si2 -0.543503773
As2Ca1Ru2 -0.66191519
Ba2Cl1N1 -1.44389649774
Ba1Ga2H2 -0.435898386874
Al2Ca1Si2 -0.304357718
Ca1Mg2Sb2 -0.723441199667
K1O2Tl1 -1.25599002044
Br1Ca2N1 -1.55956355069
Hf1Ni2Si2 -0.767056529
Al1B2Cr2 -0.465566792
Cu2S2Yb1 -1.12635092761
As2Fe2Rb1 -0.281539784
Ca1Sb2Zn2 -0.456205992
Ag2Ce1In1 -0.363629623125
Ag2Sn2Sr1 -0.39790671774
Eu1Mg2Sb2 -0.792081987667
Pd2Si2Tb1 -0.817746398933
Ce1Mg2Si2 -0.452992831167
Al1C1Dy3 -0.3899021475
Ba1Mg2Sb2 -0.775940051667
Cu1Li1O2 -1.31686260086
Ge3Pd1Sr1 -0.558395113
Ni2P2Tm1 -1.10772917958
As2Ca1Mg2 -0.956268829667
Cu1In1Pt2 -0.370984385
K1Sm1Te2 -1.41371272729
Al1C1Gd3 -0.33491132
Cl3Cs1Pb1 -1.74367290737
H2Mg1O2 -1.91129370306
Ag2Gd1In1 -0.384458415625
Ru2Si2Tm1 -0.894023868
Dy1Mn2Si2 -0.626286776851
Al1Si2Y2 -0.73509431
Ba3O1Sn1 -1.49516659055
Mn2Si2Tb1 -0.491332090451
Bi1Ca3N1 -1.08078613007
Al2La1Zn2 -0.45244113
La1Ru2Si2 -0.883209866
Al1Ho2Si2 -0.718528557333
Sb2Sr1Zn2 -0.488333468
Cu2Gd1Si2 -0.6010325115
Mg2Sb2Sr1 -0.761447947667
Al1C1Tb3 0.0311093157
Dy1Pd2Sn1 -0.901756573379
Au2Si2Sr1 -0.49555619
Ho1Mn2Si2 -0.627877408184
B1Ce1Pt3 -0.8370346115
Dy1Ni2P2 -1.12341017092
Er1Ni2P2 -1.11460720158
As2Eu1Ru2 -0.76785008
Al2Gd1Si2 -0.3857643975
Br3Cs1Sn1 -1.45056354382
Al1C1Ho3 -0.4137195315
Ca3N1P1 -1.12411115286
Gd1S2Tl1 -1.63167966263
Ag2In1Pr1 -0.372963645625
Cu2Ge2Yb1 -0.448033902
Cu2Te2Tl1 -0.159712084333
Lu1Na1S2 -2.02443276597
Ru2Si2Y1 -0.904469299
Al1Si2Tm2 -0.706467068
Cu2Si2Yb1 -0.461834966
Al1C1Er3 -0.4337376715
C1Gd1Rh3 -0.489383971
Al1C1Y3 -0.4239862065
Mg2N2Sr1 -0.796881239804
Dy1S2Tl1 -1.63633995742
Ru2Si2Th1 -0.94184961
Al2Si2Sr1 -0.296688988
Ru2Si2Sm1 -0.8906819395
Ni2Sc1Si2 -0.797758555
Ca1Cu2Sn2 -0.36019512674
Ba1Fe2P2 -0.917158365584
Ce1Rb1S2 -1.95330065138
Cu2Er1Si2 -0.57723264
Al1C1Sm3 -0.260760362
C1Li2N2 -0.768141623637
Ba1Fe1O3 -2.09523424521
Rb1S2Ti1 -1.42096296795
La1Rb1Se2 -1.81671045
Na1S2Ti1 -1.52487635067
Li2Ni1O2 -1.69166842564
Cd2Sb2Sr1 -0.522578818
Ag1Cr1S2 -0.613523836382
Lu2O2S1 -3.47948282515
Al2Sm1Zn2 -0.4329072875
Fe2Si2Tm1 -0.679856824
Ru2Si2Yb1 -0.78537758
Cu2Pr1Si2 -0.5825652495
K1La1Te2 -1.49673470792
Cu2Nd1Si2 -0.589207401
Cu2Si2Tb1 -0.466250414933
B1Pb1Sc3 -0.521685721
Ho1Ni2P2 -1.11977024625
P2Ru2Sr1 -1.02026475358
Pd1Sn3Sr1 -0.628722224111
H2Mn1O2 -1.54004162167
Ba1Cd2Sb2 -0.55496657
Sb2Se1Te2 -0.190852457333
B2Ir2Zn1 -0.302190528
Ca1Ir1Si3 -0.634132291
Cd2Ga2Sr1 -0.352871412
Cl2O1Os1 -0.939418509279
Ge2Ni2Sr1 -0.518826892
Ce1Fe2Si2 -0.5876146255
Fe2Gd1Si2 -0.6713885415
Ca1Cd2Sb2 -0.47484492
Ni2P2Yb1 -1.06037561958
As2Yb1Zn2 -0.698270322
Al2Ga2Yb1 -0.380344462
I1O3Tl1 -0.831032483013
C1Ho1Rh3 -0.529960570167
Ba1Pd1Si3 -0.482249423
Ba1Si2Zn2 -0.29489012
Nd1Ru2Si2 -0.875738223
Pd2Si2Sm1 -0.9504553795
Ni2P2Tb1 -0.993270234517
C1Er1Rh3 -0.5409856455
Ba1Mg2P2 -1.03813832325
Be2Mg1N2 -1.14210889997
N1Sb1Sr3 -0.969366886069
Ge3Ir1Sr1 -0.544582875
Ir1La1Si3 -0.856991069
Ni2Si2Zr1 -0.825624756
C1Mg1Ni3 -0.143697471333
Pr1Rh2Si2 -1.0774439435
Gd1K1Te2 -1.40818502979
Ca1P2Zn2 -0.806240317584
Al1B2Fe2 -0.401464192
Er1K1S2 -2.03418142576
As2Eu1Ni2 -0.80390024
As2Ba1Mg2 -0.952409481667
Dy1Fe2Si2 -0.679291239333
Rh2Si2Tb1 -0.994305950933
C1Lu1Rh3 -0.5632856225
Ag2Ho1In1 -0.372021932083
K1O2Sc1 -2.96539449044
B2Fe2Lu1 -0.467545067
P2Yb1Zn2 -0.850334159584
H1Pd3Tl1 -0.262140061437
H3K1Mg1 -0.259365366144
Fe2Ge2Tm1 -0.443828982
Ho1Ir2Si2 -1.08063403867
Ni2P2Sm1 -1.11360767508
Ca1Pt1Si3 -0.657920585
Eu1Ir1Si3 -0.746081859
Mn2Si2Y1 -0.627410518517
Br3Ca1Cs1 -2.19007486845
Br3Cs1Yb1 -2.22916085445
Al1C1Mn3 -0.188099803776
Cu2Si2Sm1 -0.5987305755
As2Ca1Cd2 -0.606111508
O1Pb1Yb3 -1.80402492518
Cd2P2Sr1 -0.700330219584
As2Ba1Cd2 -0.645909306
F3K1V1 -2.85942374048
Al2Pr1Zn2 -0.4433932575
As2Ca1Zn2 -0.66690398
Au1Cr1S2 -0.645892514507
Al2Eu1Ga2 -0.462051888
Ce1Mn2Si2 -0.523668369017
P2Sr1Zn2 -0.792168135584
O1Sn1Yb3 -1.89604919855
As2Cs1Rh2 -0.631845174
Ca1Cd2P2 -0.677684067584
Ba1Cd2P2 -0.690945653584
F3Rb1V1 -2.84527791548
Ba1P2Pd2 -0.896538281584
O1Sn1Sr3 -1.61672184655
Bi1N1Sr3 -0.915451028069
Eu1Ir2Si2 -1.010131528
Au2Si2Tb1 -0.437183800933
As2Pd2Sr1 -0.779512214
Ba1Cd2Ge2 -0.358719028
Ce1Pd2Si2 -0.9217639175
Ba1Ge3Pd1 -0.567518755
B2Mo2Ni1 -0.478384756
As2Cu2Sr1 -0.51361772
Ir2Nd1Si2 -1.053715093
Pr1Ru2Si2 -0.8646148375
Nd1Ni2P2 -1.09641264058
Ba2Br1N1 -1.31831023819
Hg1K2O2 -1.22678022734
Rh2Si2U1 -0.808530609
B1Nd1Pt3 -0.878824059
Ce1Ge3Rh1 -0.7169179765
Ba1Pt1Si3 -0.601696547
In1N1Ni3 -0.134475683069
Br1O3Rb1 -0.93740615301
P2Pd2Sr1 -0.929731215584
Ho1Rh2Si2 -1.12268516267
Pd2Si2Sr1 -0.746676522
Ca1F3Rb1 -3.70933047948
Nd1Pd2Si2 -0.942984257
In1Lu3N1 -1.06363920407
In1N1Tm3 -1.06621400707
Er2O2S1 -3.46115662715
Cu2Sc1Si2 -0.495207853
I1K3O1 -1.37038369266
F3K1Zn1 -2.78903540648
Cu2Ge2Pr1 -0.5381921395
Ag2Er1In1 -0.36595604125
Al2Si2Yb1 -0.320730194
Ho3In1N1 -1.05636155107
Ba1Bi2Mg2 -0.625150235667
Au2Ho1Si2 -0.539021364667
Ba1Ir2P2 -0.937431747584
Cu2K1Se2 -0.543426647
Br1Cs1O3 -0.95055348101
Er3In1N1 -1.06224818307
Fe2P2Sr1 -0.931702721584
Ba1Ge3Pt1 -0.635200191
O2Pr2Se1 -3.15221666935
As2Sn2Sr1 -0.58985476474
Al2Ca1Ge2 -0.395962802
Ag2Si2Tb1 -0.272324549933
Ge2Pd2Sr1 -0.71388852
Ba3O1Pb1 -1.43871206718
Cl3Cs1Yb1 -2.56908849737
Eu1Rh2Si2 -1.043354588
Cs1La1S2 -2.03057221951
Ge3Pt1Sr1 -0.628279911
Li2O2Pd1 -1.52231167635
Pu1Ru2Si2 -0.705405248
Nd2S2Te1 -1.99766086227
Ni1Si3Sr1 -0.445994423
B1Ce1Rh3 -0.6394775495
Br2La2P1 -2.02424857276
C1Rh3Tb1 -0.373408800433
C1Rh3Tm1 -0.5511692255
As2Ni2Sr1 -0.678002024
Ce1Rb1Se2 -1.73192827187
Ni2P2Y1 -1.11746643858
C1Rh3Yb1 -0.3860297615
C1Ru3Th1 -0.2859768315
Gd1Ir2Si2 -1.0850414875
Eu1Pd2Si2 -0.863520348
Dy1Ir1Si3 -0.782620414333
B1Dy1Rh3 -0.799957991333
B2Ni1W2 -0.436592384
Dy1Ir2Si2 -1.08394598933
C1Ru3Sc1 -0.2652959705
C1F2Gd2 -2.55410235015
La1Rh1Si3 -0.843683881
Ce1Ru1Si3 -0.6737951885
Ho1Ru2Si2 -0.901492864667
C1Sc3Sn1 -0.81135504387
H2Li2Pd1 -0.435876152874
Cu2Ge2Sr1 -0.37347316
Ce1Fe2P2 -1.04517327508
B1Pr1Pt3 -0.8610810015
Ni2Si2Tm1 -0.85344971
Fe2Si2Sm1 -0.6495775555
As2Cs1Ru2 -0.399488274
Ni2Sb2Sr1 -0.536726162
Al2Ge2Tb1 -0.287993502933
B1C2Sc2 -0.574447337
Er1K1O2 -3.01216667669
Br1N1Sr2 -1.42827847569
As2Eu1Rh2 -0.886030656
Al2Ga2Nd1 -0.437918451
As2Eu1Pd2 -0.876466488
Au2Si2Y1 -0.561863879
Eu1Rh1Si3 -0.733341955
Dy1Ni2Si2 -0.859905619333
Pd2Si2Th1 -0.95085027
Si2Tc2Th1 -0.673573886
Pu1Rh2Si2 -0.924519656
Ca1P2Pd2 -0.957518037584
C1Rh3Sm1 -0.443808707
C1Rh3Y1 -0.4991094125
Ba1Mg2Si2 -0.338400201667
Ba2Cl1P1 -1.81840676364
K1Nd1Te2 -1.41880503417
Cu2Ge2Tm1 -0.459929646
O1Pb1Sr3 -1.54423797718
Gd1Ge2Ru2 -0.6538150455
La1Rh2Si2 -1.07645387
Li1Ni2P2 -0.710248617584
C1Rh3Sc1 -0.5087089765
Cl3Cs1Eu1 -2.59957464137
Ce1Ir1Si3 -0.8022874445
Ce1Ir2Si2 -1.0185312355
H2Na2Pd1 -0.308256691214
Cd1N1Ni3 -0.115031253069
Bi2Ca1Mg2 -0.558653435667
Ir2Si2Sm1 -1.0720622715
Os2Si2Tm1 -0.713249208
Os2Si2Y1 -0.722871383
Li2N2Zr1 -1.19314034814
Bi2Mg2Yb1 -0.570766831667
Lu1Ni2Si2 -0.841209031
Br3Cs1Ge1 -1.32705438145
Ce1Ge2Ru2 -0.6444632735
As2Ca1Pd2 -0.748926264
Ca3O1Pb1 -1.65921205118
B2Fe2Tm1 -0.45045735
Cs1Ge1I3 -0.948016880457
Mn2Si2Sm1 -0.594365781017
Au1K3O1 -0.846912602176
B1Gd1Rh3 -0.7765035275
Ce1Ge3Ir1 -0.6708389045
Pd2Pu1Si2 -0.739305248
Os2Pr1Si2 -0.6838587295
Ge2Ho1Mn2 -0.476958596184
Ni2Si2Yb1 -0.709769504
Al2Ge2Yb1 -0.437707144
Cu2Eu1Si2 -0.492795478
C1Pb1Sc3 -0.6823243425
Ba1Pd1Sn3 -0.693891082111
Cu2S2Tl1 -0.373253492605
Cl3Cs1Ge1 -1.57346584837
C1Ga1Y3 -0.4842574475
Er1S2Tl1 -1.63616890326
H2Li2Pt1 -0.497747264874
Gd1Ni2P2 -1.12599982108
Bi1S2Tl1 -0.563422897007
La1Mn2Si2 -0.539858959517
Fe1Ge3La1 -0.532797521
Fe2Ge2Nd1 -0.438539305
As2Fe2Sr1 -0.546280644
Os2Pu1Si2 -0.549166486
C1F2Ho2 -2.60152986849
Nd2O2S1 -3.30530860715
Ge2Ru2Sr1 -0.494214484
Ce1Ni2P2 -1.06098507908
Ca1Cu2Si2 -0.408521052
Cu2Si2Y1 -0.594892499
O2S1Tm2 -3.47703852515
Gd1Ru2Si2 -0.9024832615
Cu2Si2Sr1 -0.355460502
H1Sn1Ti3 -0.453212948079
Al2Ga2Pr1 -0.4454131155
Ni2P2Pr1 -1.08203489908
Ho1Pd2Si2 -0.938122504667
La1Pd2Si2 -0.938170366
Bi1Gd2O2 -2.85319227635
Nd2O2Te1 -3.05263696302
Ge2Ni2Tm1 -0.672291532
Dy1Fe2Ge2 -0.460636557333
Cu2P2Zr1 -0.762618021584
Au2Np1Si2 -0.23765484375
Al2Ca1Zn2 -0.298914382
As2Ba1Rh2 -0.822669878
Al2Ge2La1 -0.475155876
Pt1Rb2Se2 -0.896291132
Ag2Ge2Pr1 -0.4394513445
Al2C2Mg1 -0.0700202908333
C1Sn1Y3 -0.67916976187
Ni2Si2Tb1 -0.727896796933
Ho2O2S1 -3.45242714649
Lu1Ru2Si2 -0.881795377
Cu2Si2Th1 -0.57554421
Ag2Ge2Nd1 -0.430479046
Ce1Ge2Rh2 -0.8857128155
Al2Eu1Ge2 -0.491783838
Np1Ru2Si2 -0.58349388575
Cu2P2Th1 -0.876065773584
Gd1Os2Si2 -0.7245053015
Fe2Gd1Ge2 -0.4639711295
Os2Si2Yb1 -0.609003184
C1Lu3Sn1 -0.68747827787
Cu2Sn2Sr1 -0.38810986474
As2Pd2Pr1 -0.8653663375
C1Dy3Sn1 -0.65014978287
C1Dy3Pb1 -0.5436306595
As2Rh2Sr1 -0.802704814
C1Lu3Tl1 -0.5262005815
Cu1F3Tl1 -1.86244196248
As2Ru2Sr1 -0.677178072
C1Sm3Tl1 -0.346711765
Cl2N1Sc2 -2.16855201532
As2Ba1Ru2 -0.69215722
Ge2Rh2Sr1 -0.79255868
C1Pb1Tm3 -0.5647152015
Pd2Si2Tm1 -0.919094898
C1Cl2Sc2 -1.69102511175
Nd1Rh2Si2 -1.092008387
K2Pt1S2 -1.05669544961
P2Ru2Yb1 -1.09754063358
P2Ru2Sm1 -1.12030842908
Ni2Si2Y1 -0.862033775
Dy1Ru2Si2 -0.903332543333
Al1B2Mn2 -0.471484949517
O2S1Y2 -3.40174580115
Cr1H1O2 -2.0270004733
B2Fe1W2 -0.428210846
Ge2Ni2Y1 -0.702478331
Er1Ru2Si2 -0.898768838
Dy1Os2Si2 -0.724430793333
Pt2Si2Yb1 -0.962340124
Al2Ge2Nd1 -0.442459603
Ni2Tb2Zn1 -0.199007949867
Al1Ce3N1 -0.712702885569
Ag2Ge2Sr1 -0.347427357
Pd2Si2Y1 -0.950005163
Al2Ce1Zn2 -0.4416225355
Pd2Pr1Si2 -0.9348675275
Au2Eu1Si2 -0.60385471
Ca1Mg2N2 -0.907394917804
Cu1La1O2 -2.60254310336
Er1P2Ru2 -1.12376503758
C1K2N2 -0.560747407637
Ba1Ge2Rh2 -0.747759152
I1La2Ni2 -0.771314150486
Ni2Si2Th1 -0.864537938
Os2P2Sr1 -0.745239877584
C1N2Na2 -0.587800597978
La1Os2Si2 -0.702272448
Pr1Pt2Si2 -1.0234556935
Cd2Sb2Yb1 -0.482583988
K1La1O2 -2.87337270669
As2La1Pd2 -0.919394852
Eu1Ru2Si2 -0.791599216
Ce1Os1Si3 -0.6095521285
Eu1Ni2Si2 -0.703577162
As2Nd1Pd2 -0.856257111
P1Te2Ti2 -0.97215157264
Ce1Ni2Si2 -0.7714385175
P2Ru2Y1 -1.12818585058
Ho1Os2Si2 -0.721669494667
Cu2Ge2Th1 -0.483384112
Cu2Gd1Ge2 -0.5199960615
Ba1Mn2P2 -0.859324541101
Ba1Ni2P2 -0.878947201584
B2Dy1Fe2 -0.439037495333
Au2Ce1Si2 -0.6218756815
Ho2O2Se1 -3.30419831968
Gd1P2Ru2 -1.13154153508
As1Mg1Na1 -0.682587293339
Er1Ge2Ni2 -0.68312897
Eu1P2Pd2 -1.07888256558
Lu1Pd2Si2 -0.895013733
Ce1Rh1Si3 -0.7931250785
Au2Pr1Si2 -0.6212898335
Mn2Si2Th1 -0.613540247517
Cl1F1Sr1 -3.50224640158
Cu1Sb1Yb1 -0.726372755
Ni2Pr1Si2 -0.7964290655
Eu1Fe2Si2 -0.49976915
Cu2Se2Tl1 -0.256116679
Al1Si1Y1 -0.633358188333
Er2In1Ni2 -0.56015309
Er1Ge2Mn2 -0.472053623517
